return_id,order_id,product_id,customer_id,return_date,return_reason,return_amount,refund_status,refund_days,category
RET002924,ORD0015569,PROD0391,CUST03058,2022-07-13,Wrong Item,21303.0,Refunded,10,Home & Kitchen
RET002925,ORD0015569,PROD0403,CUST03058,2022-07-13,Better Price Found,4079.0,Refunded,3,Office Supplies
RET002926,ORD0015569,PROD0594,CUST03058,2022-07-13,Better Price Found,139.0,Refunded,9,Books
RET002927,ORD0015569,PROD0260,CUST03058,2022-07-13,Defective Product,849.0,Refunded,3,Books
RET002928,ORD0015569,PROD0306,CUST03058,2022-07-13,Defective Product,4179.0,Refunded,14,Beauty & Health
RET002929,ORD0015590,PROD0566,CUST01020,2024-10-22,Defective Product,5145.0,Rejected,14,Sports & Fitness
RET002930,ORD0015590,PROD0287,CUST01020,2024-10-22,Better Price Found,3446.0,Rejected,6,Automotive
RET002931,ORD0015590,PROD0040,CUST01020,2024-10-22,Better Price Found,1352.0,Pending,5,Grocery
RET002932,ORD0015590,PROD0176,CUST01020,2024-10-22,Damaged in Transit,803.0,Refunded,8,Books
RET002933,ORD0015596,PROD0471,CUST04201,2024-04-08,Defective Product,6171.0,Pending,8,Toys & Games
RET002934,ORD0015596,PROD0367,CUST04201,2024-04-08,Wrong Item,6345.0,Refunded,13,Office Supplies
RET002935,ORD0015596,PROD0701,CUST04201,2024-04-08,Damaged in Transit,24486.0,Pending,11,Home & Kitchen
RET002936,ORD0015596,PROD0549,CUST04201,2024-04-08,Wrong Item,33462.0,Refunded,7,Home & Kitchen
RET002937,ORD0015596,PROD0746,CUST04201,2024-04-08,Changed Mind,269.0,Refunded,14,Grocery
RET002938,ORD0015603,PROD0557,CUST01741,2024-04-02,Wrong Item,2148.0,Refunded,8,Office Supplies
RET002939,ORD0015610,PROD0242,CUST00561,2021-06-03,Defective Product,352.0,Refunded,11,Grocery
RET002940,ORD0015610,PROD0608,CUST00561,2021-06-03,Defective Product,1752.0,Refunded,3,Grocery
RET002941,ORD0015610,PROD0370,CUST00561,2021-06-03,Better Price Found,3825.0,Refunded,7,Fashion
RET002942,ORD0015610,PROD0679,CUST00561,2021-06-03,Better Price Found,11582.0,Refunded,10,Sports & Fitness
RET002943,ORD0015620,PROD0553,CUST03571,2021-03-09,Wrong Item,2080.0,Refunded,4,Grocery
RET002944,ORD0015637,PROD0308,CUST03964,2024-10-20,Better Price Found,5703.0,Refunded,14,Office Supplies
RET002945,ORD0015643,PROD0713,CUST04498,2021-11-14,Better Price Found,6870.0,Refunded,13,Toys & Games
RET002946,ORD0015648,PROD0367,CUST00057,2022-10-29,Wrong Item,5922.0,Refunded,9,Office Supplies
RET002947,ORD0015648,PROD0548,CUST00057,2022-10-29,Defective Product,9418.0,Refunded,9,Automotive
RET002948,ORD0015648,PROD0643,CUST00057,2022-10-29,Damaged in Transit,6819.0,Refunded,9,Fashion
RET002949,ORD0015648,PROD0005,CUST00057,2022-10-29,Better Price Found,5870.0,Refunded,10,Automotive
RET002950,ORD0015656,PROD0473,CUST04486,2023-04-28,Damaged in Transit,972.0,Refunded,10,Office Supplies
RET002951,ORD0015661,PROD0495,CUST02496,2021-01-23,Damaged in Transit,310830.0,Refunded,12,Electronics
RET002952,ORD0015661,PROD0088,CUST02496,2021-01-23,Better Price Found,42059.0,Refunded,3,Electronics
RET002953,ORD0015690,PROD0235,CUST00163,2021-04-02,Defective Product,3369.0,Refunded,6,Toys & Games
RET002954,ORD0015704,PROD0471,CUST03117,2022-01-16,Damaged in Transit,2351.0,Refunded,12,Toys & Games
RET002955,ORD0015704,PROD0003,CUST03117,2022-01-16,Better Price Found,47056.0,Refunded,5,Electronics
RET002956,ORD0015705,PROD0431,CUST03092,2022-02-15,Better Price Found,432.0,Refunded,3,Toys & Games
RET002957,ORD0015705,PROD0332,CUST03092,2022-02-15,Damaged in Transit,920.0,Pending,9,Books
RET002958,ORD0015705,PROD0399,CUST03092,2022-02-15,Changed Mind,98700.0,Refunded,11,Electronics
RET002959,ORD0015706,PROD0179,CUST02464,2022-09-26,Damaged in Transit,1138.0,Pending,14,Grocery
RET002960,ORD0015709,PROD0472,CUST04507,2022-09-27,Defective Product,26458.0,Refunded,10,Home & Kitchen
RET002961,ORD0015709,PROD0386,CUST04507,2022-09-27,Wrong Item,16616.0,Pending,9,Fashion
RET002962,ORD0015713,PROD0589,CUST01100,2023-05-07,Size Issue,3330.0,Pending,8,Toys & Games
RET002963,ORD0015713,PROD0649,CUST01100,2023-05-07,Changed Mind,13037.0,Refunded,13,Automotive
RET002964,ORD0015720,PROD0092,CUST03791,2024-04-11,Changed Mind,3709.0,Refunded,14,Beauty & Health
RET002965,ORD0015723,PROD0642,CUST00650,2020-01-13,Wrong Item,12461.0,Refunded,9,Automotive
RET002966,ORD0015725,PROD0529,CUST02393,2020-02-09,Damaged in Transit,768.0,Refunded,7,Books
RET002967,ORD0015727,PROD0167,CUST02772,2022-07-22,Changed Mind,26557.0,Pending,5,Electronics
RET002968,ORD0015747,PROD0154,CUST02672,2023-03-29,Changed Mind,3436.0,Refunded,3,Beauty & Health
RET002969,ORD0015749,PROD0529,CUST04432,2020-10-28,Wrong Item,768.0,Refunded,11,Books
RET002970,ORD0015749,PROD0226,CUST04432,2020-10-28,Changed Mind,40060.0,Refunded,10,Home & Kitchen
RET002971,ORD0015749,PROD0498,CUST04432,2020-10-28,Wrong Item,121645.0,Refunded,12,Electronics
RET002972,ORD0015749,PROD0170,CUST04432,2020-10-28,Better Price Found,871.0,Refunded,12,Grocery
RET002973,ORD0015749,PROD0544,CUST04432,2020-10-28,Size Issue,734.0,Refunded,9,Beauty & Health
RET002974,ORD0015764,PROD0350,CUST00150,2020-09-21,Defective Product,10682.0,Refunded,14,Sports & Fitness
RET002975,ORD0015764,PROD0209,CUST00150,2020-09-21,Size Issue,9115.0,Refunded,14,Sports & Fitness
RET002976,ORD0015771,PROD0234,CUST04859,2020-05-17,Defective Product,316.0,Refunded,9,Grocery
RET002977,ORD0015773,PROD0478,CUST03979,2023-09-11,Changed Mind,6790.0,Refunded,4,Beauty & Health
RET002978,ORD0015773,PROD0379,CUST03979,2023-09-11,Size Issue,416.0,Refunded,6,Grocery
RET002979,ORD0015792,PROD0254,CUST03110,2020-03-25,Changed Mind,11433.0,Pending,10,Sports & Fitness
RET002980,ORD0015792,PROD0268,CUST03110,2020-03-25,Defective Product,8553.0,Refunded,7,Automotive
RET002981,ORD0015792,PROD0568,CUST03110,2020-03-25,Size Issue,22118.0,Refunded,6,Fashion
RET002982,ORD0015800,PROD0730,CUST01893,2022-01-22,Defective Product,626.0,Refunded,8,Grocery
RET002983,ORD0015800,PROD0405,CUST01893,2022-01-22,Better Price Found,9978.0,Refunded,14,Fashion
RET002984,ORD0015802,PROD0322,CUST02263,2020-07-26,Better Price Found,43299.0,Pending,14,Electronics
RET002985,ORD0015810,PROD0438,CUST04363,2020-06-06,Damaged in Transit,1640.0,Refunded,3,Automotive
RET002986,ORD0015813,PROD0092,CUST04901,2022-12-05,Wrong Item,3709.0,Refunded,5,Beauty & Health
RET002987,ORD0015813,PROD0220,CUST04901,2022-12-05,Size Issue,80816.0,Refunded,5,Sports & Fitness
RET002988,ORD0015813,PROD0420,CUST04901,2022-12-05,Size Issue,26746.0,Pending,6,Sports & Fitness
RET002989,ORD0015824,PROD0089,CUST02506,2024-10-10,Defective Product,1120.0,Refunded,5,Office Supplies
RET002990,ORD0015824,PROD0355,CUST02506,2024-10-10,Better Price Found,29216.0,Rejected,3,Fashion
RET002991,ORD0015824,PROD0326,CUST02506,2024-10-10,Defective Product,26008.0,Rejected,5,Automotive
RET002992,ORD0015828,PROD0522,CUST00210,2023-06-30,Size Issue,5291.0,Refunded,3,Toys & Games
RET002993,ORD0015834,PROD0458,CUST02070,2024-01-12,Defective Product,7840.0,Pending,3,Fashion
RET002994,ORD0015834,PROD0647,CUST02070,2024-01-12,Defective Product,15532.0,Refunded,6,Office Supplies
RET002995,ORD0015834,PROD0637,CUST02070,2024-01-12,Better Price Found,1088.0,Refunded,10,Beauty & Health
RET002996,ORD0015834,PROD0577,CUST02070,2024-01-12,Changed Mind,6444.0,Refunded,7,Office Supplies
RET002997,ORD0015837,PROD0468,CUST03807,2021-12-04,Wrong Item,710.0,Pending,13,Fashion
RET002998,ORD0015838,PROD0064,CUST03420,2022-12-25,Wrong Item,408.0,Refunded,6,Books
RET002999,ORD0015838,PROD0514,CUST03420,2022-12-25,Better Price Found,102642.0,Pending,10,Electronics
RET003000,ORD0015838,PROD0748,CUST03420,2022-12-25,Changed Mind,2627.0,Refunded,4,Beauty & Health
RET003001,ORD0015838,PROD0545,CUST03420,2022-12-25,Wrong Item,359348.0,Pending,6,Electronics
RET003002,ORD0015846,PROD0150,CUST04418,2020-10-21,Wrong Item,5790.0,Refunded,9,Home & Kitchen
RET003003,ORD0015846,PROD0500,CUST04418,2020-10-21,Damaged in Transit,75128.0,Pending,5,Home & Kitchen
RET003004,ORD0015852,PROD0698,CUST01710,2024-03-05,Wrong Item,8029.0,Refunded,10,Fashion
RET003005,ORD0015852,PROD0458,CUST01710,2024-03-05,Size Issue,7448.0,Pending,5,Fashion
RET003006,ORD0015852,PROD0772,CUST01710,2024-03-05,Defective Product,76688.0,Refunded,4,Electronics
RET003007,ORD0015852,PROD0357,CUST01710,2024-03-05,Defective Product,14251.0,Refunded,13,Home & Kitchen
RET003008,ORD0015852,PROD0030,CUST01710,2024-03-05,Changed Mind,22196.0,Refunded,4,Sports & Fitness
RET003009,ORD0015853,PROD0429,CUST03415,2020-06-28,Defective Product,608.0,Rejected,8,Office Supplies
RET003010,ORD0015853,PROD0269,CUST03415,2020-06-28,Size Issue,2150.0,Refunded,5,Sports & Fitness
RET003011,ORD0015856,PROD0076,CUST01984,2021-04-28,Wrong Item,536.0,Refunded,8,Grocery
RET003012,ORD0015856,PROD0445,CUST01984,2021-04-28,Better Price Found,33386.0,Refunded,7,Home & Kitchen
RET003013,ORD0015866,PROD0722,CUST02422,2024-05-24,Damaged in Transit,2782.0,Refunded,9,Grocery
RET003014,ORD0015866,PROD0155,CUST02422,2024-05-24,Better Price Found,2363.0,Pending,5,Office Supplies
RET003015,ORD0015866,PROD0690,CUST02422,2024-05-24,Damaged in Transit,1104.0,Refunded,7,Books
RET003016,ORD0015871,PROD0313,CUST00855,2021-11-09,Damaged in Transit,3566.0,Refunded,10,Fashion
RET003017,ORD0015871,PROD0088,CUST00855,2021-11-09,Wrong Item,42059.0,Refunded,13,Electronics
RET003018,ORD0015871,PROD0068,CUST00855,2021-11-09,Defective Product,19527.0,Refunded,13,Electronics
RET003019,ORD0015877,PROD0554,CUST03094,2022-05-21,Defective Product,1830.0,Refunded,5,Fashion
RET003020,ORD0015880,PROD0006,CUST03311,2020-10-29,Changed Mind,3293.0,Refunded,10,Beauty & Health
RET003021,ORD0015888,PROD0127,CUST00522,2020-05-14,Defective Product,1014.0,Refunded,5,Sports & Fitness
RET003022,ORD0015888,PROD0188,CUST00522,2020-05-14,Damaged in Transit,788.0,Refunded,10,Books
RET003023,ORD0015898,PROD0690,CUST00803,2024-06-17,Wrong Item,736.0,Refunded,3,Books
RET003024,ORD0015900,PROD0377,CUST04437,2020-02-25,Size Issue,5445.0,Pending,13,Toys & Games
RET003025,ORD0015900,PROD0043,CUST04437,2020-02-25,Wrong Item,4182.0,Pending,7,Beauty & Health
RET003026,ORD0015926,PROD0284,CUST04553,2024-03-22,Changed Mind,1572.0,Pending,3,Beauty & Health
RET003027,ORD0015926,PROD0503,CUST04553,2024-03-22,Wrong Item,6272.0,Refunded,14,Office Supplies
RET003028,ORD0015931,PROD0715,CUST03561,2024-04-10,Size Issue,1996.0,Refunded,5,Home & Kitchen
RET003029,ORD0015952,PROD0742,CUST00325,2022-09-02,Wrong Item,206.0,Refunded,4,Books
RET003030,ORD0015952,PROD0759,CUST00325,2022-09-02,Damaged in Transit,6886.0,Refunded,3,Toys & Games
RET003031,ORD0015957,PROD0189,CUST00199,2021-01-13,Better Price Found,5341.0,Pending,8,Office Supplies
RET003032,ORD0015957,PROD0058,CUST00199,2021-01-13,Changed Mind,9856.0,Rejected,4,Home & Kitchen
RET003033,ORD0015959,PROD0799,CUST00062,2024-05-12,Changed Mind,42160.0,Pending,6,Electronics
RET003034,ORD0015987,PROD0418,CUST04186,2022-03-25,Changed Mind,1337.0,Refunded,11,Books
RET003035,ORD0015987,PROD0375,CUST04186,2022-03-25,Size Issue,8574.0,Refunded,12,Sports & Fitness
RET003036,ORD0016003,PROD0423,CUST03544,2021-11-10,Changed Mind,14146.0,Pending,5,Electronics
RET003037,ORD0016005,PROD0082,CUST04123,2021-09-16,Better Price Found,5299.0,Refunded,3,Automotive
RET003038,ORD0016005,PROD0173,CUST04123,2021-09-16,Defective Product,3519.0,Refunded,9,Automotive
RET003039,ORD0016005,PROD0768,CUST04123,2021-09-16,Better Price Found,3234.0,Refunded,8,Books
RET003040,ORD0016005,PROD0052,CUST04123,2021-09-16,Wrong Item,261620.0,Refunded,5,Electronics
RET003041,ORD0016005,PROD0162,CUST04123,2021-09-16,Better Price Found,4493.0,Refunded,7,Beauty & Health
RET003042,ORD0016009,PROD0670,CUST01000,2022-02-08,Wrong Item,5616.0,Refunded,6,Books
RET003043,ORD0016009,PROD0587,CUST01000,2022-02-08,Size Issue,5308.0,Refunded,10,Beauty & Health
RET003044,ORD0016009,PROD0299,CUST01000,2022-02-08,Damaged in Transit,8175.0,Rejected,12,Sports & Fitness
RET003045,ORD0016009,PROD0254,CUST01000,2022-02-08,Defective Product,11433.0,Refunded,11,Sports & Fitness
RET003046,ORD0016019,PROD0784,CUST01558,2020-12-15,Better Price Found,913.0,Refunded,13,Books
RET003047,ORD0016027,PROD0297,CUST01382,2020-11-01,Size Issue,31186.0,Rejected,8,Automotive
RET003048,ORD0016028,PROD0018,CUST00558,2024-06-27,Wrong Item,8236.0,Refunded,9,Fashion
RET003049,ORD0016036,PROD0350,CUST03790,2022-11-19,Better Price Found,9495.0,Refunded,10,Sports & Fitness
RET003050,ORD0016036,PROD0539,CUST03790,2022-11-19,Defective Product,15852.0,Refunded,5,Home & Kitchen
RET003051,ORD0016067,PROD0550,CUST02916,2022-03-02,Better Price Found,55196.0,Refunded,13,Home & Kitchen
RET003052,ORD0016067,PROD0729,CUST02916,2022-03-02,Changed Mind,1528.0,Rejected,6,Books
RET003053,ORD0016072,PROD0155,CUST01556,2020-11-23,Changed Mind,2363.0,Refunded,11,Office Supplies
RET003054,ORD0016072,PROD0110,CUST01556,2020-11-23,Better Price Found,2104.0,Refunded,13,Beauty & Health
RET003055,ORD0016099,PROD0615,CUST01264,2021-09-05,Wrong Item,14115.0,Pending,13,Toys & Games
RET003056,ORD0016099,PROD0539,CUST01264,2021-09-05,Wrong Item,21276.0,Refunded,10,Home & Kitchen
RET003057,ORD0016107,PROD0654,CUST00188,2024-04-04,Defective Product,108935.0,Refunded,5,Electronics
RET003058,ORD0016128,PROD0071,CUST03592,2022-07-26,Changed Mind,670.0,Refunded,6,Books
RET003059,ORD0016128,PROD0128,CUST03592,2022-07-26,Better Price Found,1503.0,Rejected,8,Toys & Games
RET003060,ORD0016131,PROD0420,CUST00049,2020-09-10,Size Issue,44576.0,Refunded,7,Sports & Fitness
RET003061,ORD0016134,PROD0538,CUST01874,2020-04-28,Better Price Found,1456.0,Pending,6,Books
RET003062,ORD0016134,PROD0300,CUST01874,2020-04-28,Defective Product,4438.0,Rejected,12,Beauty & Health
RET003063,ORD0016134,PROD0008,CUST01874,2020-04-28,Wrong Item,3882.0,Refunded,8,Office Supplies
RET003064,ORD0016134,PROD0695,CUST01874,2020-04-28,Wrong Item,2346.0,Refunded,8,Grocery
RET003065,ORD0016139,PROD0295,CUST00457,2020-05-08,Size Issue,490.0,Refunded,8,Toys & Games
RET003066,ORD0016139,PROD0483,CUST00457,2020-05-08,Better Price Found,1552.0,Refunded,13,Books
RET003067,ORD0016150,PROD0500,CUST01787,2023-10-17,Changed Mind,37564.0,Refunded,5,Home & Kitchen
RET003068,ORD0016156,PROD0205,CUST04228,2024-10-04,Damaged in Transit,9274.0,Refunded,10,Toys & Games
RET003069,ORD0016169,PROD0265,CUST03660,2022-02-09,Damaged in Transit,4774.0,Refunded,5,Toys & Games
RET003070,ORD0016169,PROD0503,CUST03660,2022-02-09,Better Price Found,5644.0,Refunded,14,Office Supplies
RET003071,ORD0016180,PROD0600,CUST03682,2022-01-09,Changed Mind,2560.0,Pending,8,Beauty & Health
RET003072,ORD0016180,PROD0332,CUST03682,2022-01-09,Better Price Found,368.0,Refunded,9,Books
RET003073,ORD0016180,PROD0782,CUST03682,2022-01-09,Better Price Found,19760.0,Refunded,6,Sports & Fitness
RET003074,ORD0016180,PROD0603,CUST03682,2022-01-09,Size Issue,1908.0,Refunded,10,Beauty & Health
RET003075,ORD0016181,PROD0696,CUST04444,2023-12-17,Size Issue,621.0,Rejected,10,Books
RET003076,ORD0016181,PROD0320,CUST04444,2023-12-17,Changed Mind,29085.0,Refunded,13,Fashion
RET003077,ORD0016181,PROD0458,CUST04444,2023-12-17,Defective Product,14112.0,Refunded,8,Fashion
RET003078,ORD0016193,PROD0154,CUST04849,2022-05-25,Wrong Item,3436.0,Refunded,7,Beauty & Health
RET003079,ORD0016193,PROD0545,CUST04849,2022-05-25,Wrong Item,179674.0,Refunded,9,Electronics
RET003080,ORD0016194,PROD0683,CUST00778,2023-09-18,Better Price Found,672.0,Pending,9,Books
RET003081,ORD0016198,PROD0420,CUST01432,2023-05-29,Defective Product,13373.0,Refunded,12,Sports & Fitness
RET003082,ORD0016198,PROD0467,CUST01432,2023-05-29,Changed Mind,2602.0,Refunded,13,Beauty & Health
RET003083,ORD0016198,PROD0092,CUST01432,2023-05-29,Wrong Item,7418.0,Refunded,7,Beauty & Health
RET003084,ORD0016198,PROD0102,CUST01432,2023-05-29,Size Issue,83098.0,Refunded,9,Electronics
RET003085,ORD0016198,PROD0752,CUST01432,2023-05-29,Size Issue,100.0,Refunded,12,Office Supplies
RET003086,ORD0016233,PROD0149,CUST00622,2021-02-01,Changed Mind,52022.0,Refunded,14,Home & Kitchen
RET003087,ORD0016233,PROD0291,CUST00622,2021-02-01,Defective Product,2478.0,Refunded,8,Office Supplies
RET003088,ORD0016244,PROD0036,CUST01102,2024-01-20,Better Price Found,10748.0,Refunded,9,Fashion
RET003089,ORD0016283,PROD0126,CUST00687,2021-05-26,Size Issue,5207.0,Refunded,3,Fashion
RET003090,ORD0016292,PROD0294,CUST01558,2022-12-08,Size Issue,23326.0,Refunded,12,Sports & Fitness
RET003091,ORD0016304,PROD0439,CUST00635,2021-03-12,Defective Product,5160.0,Refunded,13,Fashion
RET003092,ORD0016309,PROD0377,CUST03356,2020-11-13,Size Issue,1708.0,Refunded,11,Toys & Games
RET003093,ORD0016309,PROD0544,CUST03356,2020-11-13,Wrong Item,367.0,Refunded,8,Beauty & Health
RET003094,ORD0016309,PROD0136,CUST03356,2020-11-13,Damaged in Transit,123760.0,Pending,7,Electronics
RET003095,ORD0016309,PROD0239,CUST03356,2020-11-13,Size Issue,2842.0,Refunded,7,Fashion
RET003096,ORD0016309,PROD0139,CUST03356,2020-11-13,Changed Mind,47274.0,Rejected,13,Home & Kitchen
RET003097,ORD0016337,PROD0599,CUST00057,2023-10-01,Size Issue,14050.0,Pending,3,Home & Kitchen
RET003098,ORD0016345,PROD0327,CUST02575,2021-06-22,Damaged in Transit,1731.0,Refunded,13,Toys & Games
RET003099,ORD0016345,PROD0228,CUST02575,2021-06-22,Changed Mind,202.0,Refunded,14,Books
RET003100,ORD0016349,PROD0324,CUST00926,2022-11-25,Wrong Item,1013.0,Pending,11,Grocery
RET003101,ORD0016351,PROD0108,CUST00517,2023-02-21,Size Issue,33303.0,Refunded,7,Home & Kitchen
RET003102,ORD0016355,PROD0254,CUST01696,2023-09-16,Damaged in Transit,38112.0,Refunded,9,Sports & Fitness
RET003103,ORD0016355,PROD0529,CUST01696,2023-09-16,Size Issue,723.0,Refunded,12,Books
RET003104,ORD0016378,PROD0721,CUST02059,2022-12-07,Size Issue,3172.0,Refunded,5,Grocery
RET003105,ORD0016378,PROD0650,CUST02059,2022-12-07,Changed Mind,744.0,Pending,11,Books
RET003106,ORD0016383,PROD0396,CUST02318,2022-09-13,Size Issue,28958.0,Refunded,11,Home & Kitchen
RET003107,ORD0016394,PROD0463,CUST03348,2021-10-05,Changed Mind,4702.0,Refunded,11,Sports & Fitness
RET003108,ORD0016394,PROD0241,CUST03348,2021-10-05,Changed Mind,35551.0,Refunded,10,Home & Kitchen
RET003109,ORD0016397,PROD0146,CUST04860,2020-10-03,Defective Product,1048.0,Pending,8,Office Supplies
RET003110,ORD0016397,PROD0324,CUST04860,2020-10-03,Defective Product,2026.0,Refunded,14,Grocery
RET003111,ORD0016404,PROD0699,CUST02702,2020-09-13,Defective Product,16152.0,Refunded,3,Automotive
RET003112,ORD0016404,PROD0027,CUST02702,2020-09-13,Size Issue,6290.0,Refunded,6,Office Supplies
RET003113,ORD0016407,PROD0556,CUST02317,2020-10-11,Size Issue,3574.0,Pending,6,Toys & Games
RET003114,ORD0016413,PROD0103,CUST04982,2024-03-30,Size Issue,4580.0,Refunded,9,Fashion
RET003115,ORD0016413,PROD0072,CUST04982,2024-03-30,Size Issue,175704.0,Refunded,6,Electronics
RET003116,ORD0016415,PROD0368,CUST00890,2024-02-18,Better Price Found,4299.0,Refunded,7,Beauty & Health
RET003117,ORD0016418,PROD0429,CUST04256,2021-09-10,Better Price Found,567.0,Refunded,12,Office Supplies
RET003118,ORD0016431,PROD0223,CUST01152,2022-11-29,Damaged in Transit,12828.0,Refunded,3,Sports & Fitness
RET003119,ORD0016432,PROD0055,CUST03841,2023-09-16,Better Price Found,3747.0,Refunded,8,Toys & Games
RET003120,ORD0016432,PROD0133,CUST03841,2023-09-16,Better Price Found,2844.0,Rejected,13,Office Supplies
RET003121,ORD0016443,PROD0613,CUST00429,2023-08-10,Wrong Item,687.0,Refunded,6,Grocery
RET003122,ORD0016463,PROD0727,CUST00949,2021-04-27,Damaged in Transit,4701.0,Refunded,5,Office Supplies
RET003123,ORD0016475,PROD0428,CUST02565,2021-08-02,Changed Mind,3102.0,Refunded,12,Grocery
RET003124,ORD0016492,PROD0108,CUST00667,2020-04-12,Damaged in Transit,37466.0,Refunded,12,Home & Kitchen
RET003125,ORD0016492,PROD0427,CUST00667,2020-04-12,Size Issue,2101.0,Refunded,3,Sports & Fitness
RET003126,ORD0016492,PROD0069,CUST00667,2020-04-12,Changed Mind,10502.0,Refunded,13,Sports & Fitness
RET003127,ORD0016517,PROD0495,CUST00844,2023-11-18,Changed Mind,414440.0,Refunded,14,Electronics
RET003128,ORD0016517,PROD0078,CUST00844,2023-11-18,Better Price Found,15328.0,Refunded,9,Office Supplies
RET003129,ORD0016526,PROD0602,CUST00841,2024-10-20,Damaged in Transit,15568.0,Refunded,14,Office Supplies
RET003130,ORD0016537,PROD0699,CUST00121,2024-08-18,Changed Mind,17002.0,Refunded,8,Automotive
RET003131,ORD0016537,PROD0504,CUST00121,2024-08-18,Better Price Found,18440.0,Pending,8,Home & Kitchen
RET003132,ORD0016541,PROD0173,CUST01916,2023-09-12,Size Issue,4456.0,Refunded,6,Automotive
RET003133,ORD0016574,PROD0628,CUST01498,2024-07-19,Damaged in Transit,956.0,Refunded,14,Grocery
RET003134,ORD0016580,PROD0652,CUST00632,2021-02-12,Wrong Item,4623.0,Refunded,3,Beauty & Health
RET003135,ORD0016580,PROD0178,CUST00632,2021-02-12,Better Price Found,1119.0,Refunded,11,Toys & Games
RET003136,ORD0016580,PROD0218,CUST00632,2021-02-12,Better Price Found,39352.0,Refunded,6,Home & Kitchen
RET003137,ORD0016580,PROD0033,CUST00632,2021-02-12,Better Price Found,73653.0,Pending,8,Electronics
RET003138,ORD0016580,PROD0693,CUST00632,2021-02-12,Defective Product,6452.0,Rejected,3,Toys & Games
RET003139,ORD0016582,PROD0155,CUST01123,2021-08-20,Damaged in Transit,2363.0,Refunded,5,Office Supplies
RET003140,ORD0016584,PROD0386,CUST00283,2021-04-29,Damaged in Transit,8828.0,Refunded,9,Fashion
RET003141,ORD0016584,PROD0309,CUST00283,2021-04-29,Size Issue,77476.0,Refunded,6,Electronics
RET003142,ORD0016584,PROD0364,CUST00283,2021-04-29,Damaged in Transit,218.0,Refunded,8,Books
RET003143,ORD0016603,PROD0216,CUST00970,2021-10-20,Changed Mind,10830.0,Refunded,3,Fashion
RET003144,ORD0016605,PROD0526,CUST00130,2024-08-29,Defective Product,529.0,Refunded,11,Books
RET003145,ORD0016629,PROD0187,CUST00189,2024-04-30,Changed Mind,463.0,Refunded,9,Books
RET003146,ORD0016643,PROD0257,CUST01416,2020-07-12,Defective Product,50900.0,Refunded,5,Electronics
RET003147,ORD0016644,PROD0009,CUST01481,2022-07-08,Defective Product,4170.0,Refunded,4,Beauty & Health
RET003148,ORD0016653,PROD0741,CUST04350,2023-10-01,Better Price Found,7374.0,Refunded,12,Fashion
RET003149,ORD0016658,PROD0643,CUST03641,2021-06-06,Changed Mind,15154.0,Rejected,10,Fashion
RET003150,ORD0016658,PROD0435,CUST03641,2021-06-06,Size Issue,913.0,Refunded,13,Books
RET003151,ORD0016658,PROD0514,CUST03641,2021-06-06,Size Issue,47044.0,Refunded,4,Electronics
RET003152,ORD0016666,PROD0347,CUST01425,2020-07-29,Damaged in Transit,1451.0,Refunded,3,Fashion
RET003153,ORD0016666,PROD0241,CUST01425,2020-07-29,Damaged in Transit,71102.0,Refunded,4,Home & Kitchen
RET003154,ORD0016684,PROD0438,CUST04202,2021-02-13,Damaged in Transit,1730.0,Refunded,5,Automotive
RET003155,ORD0016696,PROD0365,CUST04299,2025-01-06,Wrong Item,5648.0,Pending,3,Automotive
RET003156,ORD0016703,PROD0526,CUST02812,2024-09-21,Better Price Found,570.0,Rejected,12,Books
RET003157,ORD0016704,PROD0232,CUST04945,2023-11-02,Size Issue,246.0,Refunded,14,Books
RET003158,ORD0016704,PROD0100,CUST04945,2023-11-02,Changed Mind,10297.0,Refunded,10,Automotive
RET003159,ORD0016704,PROD0441,CUST04945,2023-11-02,Defective Product,704.0,Refunded,4,Grocery
RET003160,ORD0016704,PROD0368,CUST04945,2023-11-02,Defective Product,8598.0,Refunded,10,Beauty & Health
RET003161,ORD0016706,PROD0362,CUST04704,2021-03-21,Changed Mind,74331.0,Pending,4,Electronics
RET003162,ORD0016706,PROD0575,CUST04704,2021-03-21,Wrong Item,577.0,Refunded,9,Fashion
RET003163,ORD0016713,PROD0279,CUST03199,2020-05-12,Damaged in Transit,921.0,Refunded,13,Grocery
RET003164,ORD0016713,PROD0013,CUST03199,2020-05-12,Changed Mind,26917.0,Pending,9,Electronics
RET003165,ORD0016721,PROD0115,CUST04119,2023-07-09,Damaged in Transit,14550.0,Refunded,11,Toys & Games
RET003166,ORD0016722,PROD0314,CUST02885,2022-12-02,Better Price Found,15700.0,Refunded,5,Home & Kitchen
RET003167,ORD0016731,PROD0743,CUST03348,2021-06-05,Changed Mind,9976.0,Refunded,10,Beauty & Health
RET003168,ORD0016734,PROD0463,CUST00667,2022-04-19,Better Price Found,2687.0,Pending,12,Sports & Fitness
RET003169,ORD0016739,PROD0756,CUST02081,2024-01-04,Wrong Item,6626.0,Refunded,4,Automotive
RET003170,ORD0016750,PROD0469,CUST01543,2021-04-28,Damaged in Transit,39.0,Refunded,12,Grocery
RET003171,ORD0016750,PROD0260,CUST01543,2021-04-28,Defective Product,914.0,Refunded,8,Books
RET003172,ORD0016753,PROD0059,CUST02132,2021-05-30,Better Price Found,4450.0,Pending,13,Beauty & Health
